@relation dataset

@attribute SEQUENCE_ID real
@attribute TIME_ID real
@attribute Default {0.0, 1.0}
@attribute Income real
@attribute Expenses real
@attribute Balance real
@attribute TotalCredit real


@data

0,0,0.0,4.063854741277508,0.9945172262398214,1.832194447218205,1.0777590458126896
0,1,1.0,2.2968801614523056,2.1991382324043776,-0.5708485139977678,1.4583146754441418
0,2,0.0,-4.684621910674521,1.782123861287199,-1.489010890677303,0.2582349723428607
0,3,1.0,-3.616873035110054,1.2048314050387967,-0.9239912420947616,1.6307870901081731
0,4,1.0,-0.7888186349841473,1.2338739065341724,1.5480056673426374,1.2154062911701569
0,5,1.0,0.978160471405347,1.3306238852921615,2.871361001110834,1.5615394698106582
0,6,1.0,0.7477753464910837,2.4296051877203695,2.2780269416682284,0.956195768298562
0,7,0.0,-1.503565494662592,1.0959582454234114,-1.1830068170333488,2.471264928383616
0,8,0.0,1.5631418942717425,1.7417145292846659,1.548202091803709,2.4059545109793454
0,9,1.0,0.8912405905913602,3.3054810085648163,0.7591051818945682,2.6293653201935574
0,10,0.0,-0.7004917722279492,2.917401026573514,-3.541412143051044,0.6455740052045151
0,11,0.0,-1.5253145634881062,2.7921247949595838,-0.06554273016583856,1.1756685970848366
0,12,0.0,-0.07494454813658691,0.8345794312380888,-1.7771783810693187,0.044062637797947446
0,13,1.0,-0.6510144609028091,0.04163917805354697,-0.2502547356835325,1.1701461118085223
0,14,0.0,-1.113961018403653,0.03712769718546713,-1.5246540285559753,0.5583659035038886
0,15,1.0,-1.0177767211121704,0.27950999115415354,0.42337743441933395,0.6900693120884244
0,16,0.0,0.34560843413613235,0.3664558121084886,-0.04700439794065958,1.8064170376635456
0,17,0.0,-1.4762206363069577,0.5692932209115591,-1.158485522765367,1.1082141324360393
0,18,1.0,-0.49468425026403817,2.6829026935943605,1.3266645927933072,1.074117403146681
0,19,0.0,-0.04705334043941565,3.0220949218481676,-2.3335561691815645,0.031134368374673593
0,20,0.0,0.32684728113342487,1.3935989293574738,-0.04007561251406666,0.9381215899602294
0,21,1.0,0.9725809100047204,0.7481891528771727,-0.7410205240119794,0.1593684531702611
0,22,0.0,-2.717576117574408,0.2361367123473812,-1.7037779387939334,1.2449805519627708
0,23,0.0,4.383937183586949,0.3792027315543679,-3.61471597130789,0.9544347572610825
0,24,0.0,-7.127689107528794,1.3834010794763028,-0.46520903536561553,0.30264300360996954
0,25,1.0,-2.9666676084456243,1.1449388109212508,-0.46659064077225604,0.5799986546037418
0,26,0.0,2.6798545302317733,1.4430244863140205,-2.356917080941376,0.5620631924521331
0,27,0.0,-5.521023092587208,1.479360431911649,-0.2793483313221521,0.5283847748259503
0,28,1.0,-2.7771503752341022,0.6538680856059942,1.0667290271984373,0.27460587208916076
0,29,0.0,3.0136484567117705,0.21448115983309388,-2.8015490404660666,0.8425483579454058
0,30,0.0,-3.5401616220564587,1.1773267855497869,-2.5174469559608155,1.138527211873481
0,31,0.0,5.040258660999778,0.8846037131608677,-3.115767868482526,0.06248909646813472
0,32,1.0,1.7569209031439206,0.43587487002909486,-1.9534727266989718,0.9885592184938934
0,33,0.0,-0.808408472667782,0.9188324458356724,-2.646484191680712,1.351618377376716
0,34,0.0,1.9021630426438598,0.6014437459740326,-3.1189106537836477,0.3135354860426826
0,35,1.0,1.928079939255803,1.0731612133824846,-0.735717315948411,0.9069221931271509
0,36,0.0,-1.2302242550086915,2.061611482720629,-1.1891024851360483,0.6003573662260985
0,37,1.0,-1.105368293628264,3.4368650985958786,2.2105530601053145,0.34409668107213387
0,38,0.0,0.30668807742434623,2.0088255702743747,-2.2873658446710916,1.7741380402563536
0,39,0.0,-1.6065520710443875,0.7201006466482117,-2.27568035129465,0.2808774830405911
0,40,0.0,1.4945777081192309,0.3766684323776047,-3.882797504189693,2.1221423927906162
0,41,0.0,-2.4018142480241123,0.9037154301171558,-2.6047532988412296,0.17106103602574452
0,42,1.0,-0.8421022842867312,2.1196966040028107,1.677440413253031,0.026736386038630378
0,43,0.0,2.1797805949369042,2.2433373346575096,-3.2810759595628967,1.2113607009501772
0,44,1.0,0.9171854233020862,1.8825301635735592,-1.4167972722077813,0.335253573495105
0,45,1.0,0.23286383669505822,1.158504223790172,-1.0819825407159769,1.3432371091521176
0,46,0.0,-0.8300943933327638,1.6922551076929542,-0.4953692087312562,0.22642002923490467
0,47,0.0,0.34057613829961925,1.0625432722727453,-2.553311127546495,1.8723975240348867
0,48,1.0,0.6114193164432378,0.1843955215598481,-2.386706583951533,0.3873348630401763
0,49,0.0,-2.3216403503713385,1.007780142018393,-1.0605523034713462,1.4915600817976498
1,0,0.0,5.855452675693086,2.0470240828544255,-0.04327340833617621,2.1377258810431266
1,1,0.0,-6.52746301698868,0.9839720139292969,-2.9867587902299952,3.770813036266868
1,2,1.0,-3.9220581987008662,0.2164296021097961,-2.4989592541017576,2.129201270996449
1,3,0.0,5.04728065419516,1.4517250832304454,-2.3006506298245126,3.063880141143318
